datetimestamp,gameid,x_cord,y_cord,points,direction,speed
2019-05-08 04:18:06,63,51,47,891,179,2
2019-10-11 04:01:27,47,33,78,295,333,2
2019-10-05 13:19:39,98,95,26,806,232,9
2019-12-24 21:33:27,42,53,30,512,112,1
2019-10-15 05:51:28,59,69,83,586,314,9
2019-07-04 16:18:05,37,60,89,344,162,9
2019-04-01 06:59:18,57,54,43,617,330,2
2019-10-13 03:49:22,6,73,53,647,76,0
2019-06-12 21:18:33,52,32,56,108,359,2
2019-06-17 18:03:42,92,76,81,755,49,8
2019-08-07 19:16:02,72,45,66,755,0,3
2019-12-28 06:05:38,72,58,39,889,68,4
2019-07-05 01:29:40,4,71,75,793,137,2
2019-10-27 05:58:43,5,64,93,693,103,5
2019-05-03 16:20:05,1,31,81,705,181,4
2019-11-18 16:49:57,81,54,62,576,228,7
2019-10-05 08:55:04,68,59,74,30,162,5
2019-05-20 18:20:03,86,66,83,304,204,8
2019-10-08 15:36:18,41,53,45,972,32,9
2019-03-03 01:33:36,44,90,40,14,333,1
2019-02-20 23:43:32,73,64,95,828,184,3
2019-06-06 03:50:15,73,55,18,872,37,1
2019-09-11 08:46:17,10,95,79,175,27,4
2019-10-11 20:42:57,57,25,54,406,264,0
2019-04-02 09:59:04,38,68,71,774,198,5
2019-01-20 15:27:25,82,85,93,568,250,7
2019-05-23 15:30:59,48,28,89,176,228,8
2019-07-23 17:42:27,9,47,85,50,21,5
2019-05-29 03:14:25,14,79,93,320,221,8
2019-06-13 20:30:59,90,85,45,982,47,0
2019-10-10 00:50:10,17,43,35,505,229,2
2019-11-25 19:37:40,78,56,68,953,277,6
2019-06-16 22:25:38,14,43,23,112,57,5
2019-06-12 23:16:39,33,69,62,949,289,7
2019-11-28 11:12:56,11,75,34,578,47,6
2019-08-16 11:01:41,55,75,70,413,113,0
2019-01-22 21:57:29,39,63,96,469,201,4
2019-05-19 14:16:24,57,46,89,150,334,4
2019-11-18 08:08:27,19,59,81,128,109,7
2019-10-27 22:36:42,3,40,85,123,215,4
2019-02-23 02:33:59,26,40,83,412,165,9
2019-06-08 11:43:49,4,86,85,862,94,4
2019-08-05 19:44:58,9,34,27,459,232,1
2019-07-17 14:00:13,69,47,78,855,67,2
2019-09-16 22:21:42,34,97,75,362,172,1
2019-01-30 20:12:42,57,81,65,892,65,9
2019-06-19 18:24:41,30,71,47,827,253,3
2019-09-08 13:16:18,8,90,81,302,158,3
2019-11-13 06:38:43,85,81,62,695,228,9
2019-04-06 13:19:29,87,75,21,537,47,9
2019-04-03 22:57:28,78,56,52,327,207,1
2019-08-30 07:40:01,71,68,93,916,317,3
2019-05-13 16:32:46,51,16,67,169,75,0
2019-06-06 13:58:57,93,40,54,610,255,5
2019-11-13 04:52:00,57,18,31,387,273,0
2019-10-10 19:53:12,37,73,96,418,18,4
2019-07-23 04:58:29,63,88,43,104,291,1
2019-01-09 02:13:55,48,80,75,41,332,7
2019-12-03 12:21:50,18,80,27,850,249,1
2019-12-21 14:15:10,44,87,38,728,305,5
2019-06-02 12:02:02,74,77,22,128,260,9
2019-04-03 10:40:13,71,36,81,150,224,7
2019-12-06 15:28:48,45,82,47,924,248,5
2019-06-15 10:22:48,65,70,47,856,217,4
2019-06-28 18:17:30,81,87,95,742,309,3
2019-05-03 15:15:40,12,40,94,226,310,4
2019-10-13 02:23:09,15,42,91,903,352,7
2019-08-10 06:10:44,22,70,77,62,242,5
2019-02-03 10:01:11,36,46,76,553,101,5
2019-12-17 10:15:02,80,76,78,7,274,0
2019-09-26 22:00:43,65,70,91,391,281,5
2019-05-03 10:38:25,27,37,80,680,355,6
2019-04-09 05:05:07,13,84,50,666,73,3
2019-10-12 03:37:13,13,38,60,465,266,6
2019-10-09 19:43:51,64,87,54,947,39,6
2019-06-25 23:39:08,48,22,95,897,269,4
2019-06-16 15:36:17,26,88,93,49,307,5
2019-07-18 23:18:39,48,64,93,561,176,9
2019-01-03 14:32:34,6,87,36,235,271,2
2019-06-18 03:48:04,84,30,63,640,69,0
2019-11-21 12:57:41,80,87,27,801,227,4
2019-07-10 05:46:57,99,47,94,861,330,5
2019-12-14 14:45:29,43,50,81,668,187,3
2019-02-26 18:50:53,40,89,12,915,285,5
2019-12-03 10:22:54,92,85,86,420,287,4
2019-07-23 12:06:31,72,92,35,361,127,9
2019-05-11 19:54:50,3,75,76,120,13,0
2019-02-09 14:47:07,83,87,91,681,180,2
2019-03-08 10:40:56,96,75,52,853,29,1
2019-06-02 18:31:25,30,87,76,20,7,8
2019-08-13 22:06:26,99,68,76,157,245,0
2019-10-26 17:09:58,40,47,41,987,89,4
2019-06-12 15:56:12,93,71,53,632,104,1
2019-01-22 08:32:36,23,26,42,760,118,2
2019-06-29 19:08:56,77,86,7,258,319,9
2019-12-04 01:36:30,93,62,93,116,175,8
2019-09-25 18:04:40,85,59,47,325,351,4
2019-01-19 12:15:49,25,64,95,316,225,3
2019-09-21 18:08:28,4,35,91,559,193,5
2019-10-11 21:07:07,32,47,40,809,54,7
2019-02-07 05:21:06,5,69,59,115,29,3
2019-06-14 00:35:03,84,44,70,442,156,8
2019-05-16 11:12:34,6,51,81,534,168,2
2019-01-26 21:07:08,70,82,61,510,286,0
2019-08-01 06:51:38,25,81,77,160,286,3
2019-06-17 06:41:21,46,33,44,836,114,1
2019-09-16 16:29:37,56,53,45,420,7,1
2019-11-04 19:15:20,70,48,92,631,233,2
2019-04-17 17:11:12,53,70,46,700,153,3
2019-03-04 20:06:28,99,63,74,792,345,8
2019-09-21 04:55:21,70,89,7,987,42,6
2019-10-20 21:10:27,38,79,93,932,226,8
2019-12-23 08:02:32,33,36,53,155,179,8
2019-07-10 06:33:22,26,83,85,69,123,3
2019-08-31 06:31:06,8,97,88,628,311,6
2019-03-15 21:47:00,53,79,83,258,4,5
2019-08-07 06:58:13,0,60,82,978,49,7
2019-05-18 03:38:07,71,71,79,925,97,8
2019-04-28 22:02:33,33,89,83,160,270,9
2019-01-28 09:04:45,18,90,40,291,330,7
2019-06-27 06:06:19,65,84,91,750,180,8
2019-10-28 13:58:36,13,74,25,641,91,0
2019-10-26 15:49:22,79,91,94,778,50,2
2019-05-15 21:21:46,57,86,90,417,207,7
2019-04-05 16:03:12,73,70,62,180,258,6
2019-06-27 15:30:00,2,58,55,461,121,0
2019-12-11 10:56:24,16,90,74,4,157,3
2019-09-28 07:26:24,15,21,87,54,103,7
2019-07-18 03:40:25,89,78,80,551,250,5
2019-02-09 12:50:51,56,39,57,149,144,0
2019-03-28 02:40:39,1,86,80,855,62,1
2019-04-18 23:54:29,55,47,70,155,247,0
2019-12-12 11:06:28,45,42,73,478,9,8
2019-09-13 08:33:57,57,86,26,293,207,6
2019-11-04 22:07:58,42,39,91,735,32,8
2019-04-14 01:02:14,16,33,65,812,300,8
2019-09-07 17:54:41,48,47,65,92,231,7
2019-12-10 03:51:12,16,59,35,692,129,4
2019-10-19 01:09:17,7,50,96,780,359,9
2019-07-27 12:59:18,27,47,84,417,65,1
2019-10-11 09:56:31,20,43,90,66,159,9
2019-12-27 11:29:47,5,94,78,628,184,6
2019-01-03 09:30:03,70,19,92,62,350,6
2019-09-20 15:44:31,56,55,76,987,54,3
2019-10-14 00:03:28,5,81,96,140,318,8
2019-07-15 13:03:01,73,46,92,745,109,9
2019-05-12 20:32:23,52,76,47,955,348,4
2019-12-14 12:01:48,39,51,91,394,131,1
2019-08-17 03:41:13,14,83,84,998,237,6
2019-05-06 13:04:31,19,24,16,651,29,2
2019-05-25 22:56:31,70,82,53,497,168,1
2019-07-16 21:29:46,3,67,96,780,26,8
2019-04-14 04:33:23,35,84,73,423,179,0
2019-12-12 13:14:14,93,48,87,606,267,4
2019-05-10 20:01:16,11,69,75,491,134,5
2019-05-31 19:11:11,12,51,90,773,205,9
2019-01-05 08:42:42,92,48,79,218,297,8
2019-03-11 22:24:30,34,91,64,45,67,0
2019-03-04 20:51:35,60,86,55,534,55,4
2019-07-30 20:41:17,74,67,93,533,37,5
2019-06-30 02:11:32,87,78,78,234,267,9
2019-11-04 12:47:00,64,42,60,958,153,6
2019-10-09 20:54:07,53,67,65,58,110,3
2019-04-29 08:38:53,75,65,32,324,358,0
2019-10-26 09:20:42,21,25,57,716,358,1
2019-11-01 21:01:02,53,85,82,915,351,8
2019-02-17 13:25:02,24,52,49,518,181,7
2019-11-07 10:53:10,52,57,37,475,315,1
2019-06-04 03:06:50,11,93,61,111,108,7
2019-11-10 12:57:24,59,76,61,621,14,0
2019-11-11 18:39:37,90,86,39,892,92,2
2019-04-28 13:17:21,5,92,51,539,61,2
2019-04-20 02:23:16,97,49,88,58,193,2
2019-09-22 23:10:07,39,74,27,552,118,8
2019-02-02 10:11:03,14,48,60,59,258,9
2019-02-19 06:04:00,75,41,73,62,339,0
2019-06-06 19:26:35,50,32,84,598,32,1
2019-10-16 05:57:45,98,54,87,434,108,3
2019-08-25 02:37:06,92,91,63,737,163,4
2019-06-02 11:51:00,37,88,26,864,314,3
2019-09-27 01:11:38,97,50,93,304,210,9
2019-01-23 22:22:59,7,29,98,403,352,9
2019-09-01 05:51:53,61,62,21,589,256,9
2019-12-29 08:04:51,27,79,96,377,268,3
2019-12-29 11:27:45,48,63,85,652,162,9
2019-04-24 11:25:13,95,31,47,603,251,8
2019-01-04 02:38:38,64,47,89,691,35,3
2019-04-05 04:00:24,64,78,70,554,259,0
2019-11-21 21:08:22,60,80,73,475,248,1
2019-02-07 12:39:42,31,48,78,375,276,2
2019-09-20 13:10:41,90,51,52,850,71,8
2019-07-06 14:16:55,65,84,83,440,45,1
2019-10-16 06:28:04,4,37,95,13,229,4
2019-01-14 01:18:56,70,49,74,575,111,5
2019-01-31 22:03:16,45,52,51,325,258,9
2019-11-19 07:54:38,85,55,94,514,218,9
2019-02-20 22:49:36,54,82,67,947,235,6
2019-08-13 23:15:11,4,20,95,752,177,9
2019-08-28 18:47:40,60,89,91,748,332,2
2019-04-11 03:07:04,83,89,70,512,310,7
2019-06-28 18:21:50,8,28,74,591,56,1
2019-09-14 04:57:33,83,83,74,207,27,1
2019-10-30 18:01:50,90,52,97,380,286,0
2019-07-30 13:54:54,76,23,91,397,206,4
2019-06-13 19:46:08,50,59,98,769,60,8
2019-06-28 13:15:08,5,43,94,256,267,8
2019-10-30 00:24:02,78,84,95,739,153,0
2019-01-14 09:16:18,33,11,84,453,243,2
2019-04-26 03:56:58,93,41,72,997,345,8
2019-02-03 21:09:00,19,80,97,37,133,4
2019-05-05 20:48:04,90,34,94,833,313,8
2019-08-31 17:46:12,41,43,88,843,110,6
2019-03-02 04:41:05,54,75,62,972,49,1
2019-11-27 12:54:16,60,69,81,112,231,2
2019-02-23 03:43:27,81,84,59,62,305,7
2019-11-16 13:58:49,2,36,69,658,13,6
2019-03-11 15:04:40,6,26,93,919,193,0
2019-11-22 15:14:01,26,70,40,224,91,2
2019-05-03 12:59:29,58,52,96,431,204,6
2019-11-01 23:53:56,86,64,75,74,164,4
2019-12-14 23:23:40,83,82,76,202,294,5
2019-05-04 19:37:05,49,69,75,643,336,7
2019-05-20 20:56:36,9,59,39,318,178,1
2019-05-01 15:43:50,14,87,66,242,43,6
2019-06-20 19:25:12,71,62,85,307,344,3
2019-02-13 15:41:32,79,51,42,77,334,1
2019-07-08 13:34:41,42,24,74,277,297,2
2019-07-05 18:28:46,42,70,90,256,183,0
2019-11-18 17:12:28,2,54,96,621,147,8
2019-12-20 05:01:47,52,87,97,623,105,4
2019-06-30 12:46:20,11,58,66,453,275,1
2019-05-28 18:26:16,3,71,62,486,30,6
2019-02-28 18:13:31,81,74,74,791,59,7
2019-11-08 16:26:01,59,34,41,236,232,6
2019-05-31 18:00:56,74,51,78,65,224,8
2019-01-28 08:41:43,62,51,24,113,43,4
2019-05-09 20:29:56,45,91,89,847,153,1
2019-12-28 20:46:59,25,81,61,148,132,4
2019-08-12 17:59:58,19,55,92,329,94,7
2019-12-07 20:11:25,48,44,41,494,112,1
2019-04-12 20:47:04,90,49,46,292,44,3
2019-11-30 09:31:23,22,9,72,942,135,2
2019-03-12 03:22:18,95,30,34,339,355,2
2019-03-16 05:07:32,75,52,25,634,98,1
2019-07-24 04:51:25,63,81,72,967,146,4
2019-01-20 19:33:14,45,72,82,232,165,6
2019-11-18 20:59:21,19,67,41,81,82,9
2019-07-28 08:15:27,87,71,51,871,10,4
2019-10-08 06:44:56,68,16,39,294,293,6
2019-12-23 11:11:07,33,46,96,745,66,7
2019-04-14 09:32:31,22,91,87,249,192,2
2019-06-07 02:11:42,1,74,43,977,308,7
2019-07-27 03:27:15,5,14,63,713,12,5
2019-01-09 04:48:03,53,51,97,581,27,2
2019-09-30 11:38:57,96,41,70,211,235,2
2019-05-31 16:49:23,93,33,50,714,341,6
2019-01-07 15:41:43,81,72,25,272,73,1
2019-09-30 16:59:48,21,68,84,828,215,0
2019-04-10 21:08:18,55,43,81,705,328,6
2019-07-21 22:25:37,18,97,41,201,11,6
2019-11-16 06:49:18,60,67,83,748,42,7
2019-10-20 18:01:07,37,64,32,490,217,4
2019-03-25 10:00:05,82,81,77,826,58,1
2019-12-25 15:50:02,89,55,93,457,28,4
2019-06-26 04:34:07,34,86,9,766,282,2
2019-10-11 08:56:29,90,24,81,812,3,2
2019-06-22 22:19:58,81,51,90,531,337,6
2019-08-24 04:23:43,86,93,49,957,204,3
2019-03-01 21:30:33,74,74,92,708,133,1
2019-05-20 16:08:10,78,53,41,830,318,0
2019-01-01 16:25:33,89,84,54,43,303,6
2019-05-04 22:37:58,10,63,64,614,44,0
2019-06-12 15:55:54,55,66,94,929,325,6
2019-11-17 10:21:54,66,88,98,254,27,3
2019-01-07 23:32:13,86,31,58,817,122,9
2019-09-06 11:53:11,33,26,85,773,315,7
2019-08-31 16:23:09,10,73,44,89,236,6
2019-08-14 17:59:03,15,47,71,765,104,2
2019-10-03 23:00:32,2,36,34,450,168,0
2019-08-29 09:54:56,44,48,95,229,245,5
2019-05-12 08:22:29,8,61,73,876,139,4
2019-06-10 17:01:37,17,77,63,696,226,7
2019-05-26 10:27:43,24,52,88,542,103,0
2019-04-01 14:41:09,50,66,54,40,357,4
2019-07-31 10:19:35,83,67,62,24,87,4
2019-10-24 23:59:07,16,37,74,524,190,3
2019-09-22 14:41:21,52,46,13,87,308,0
2019-07-28 09:20:59,11,64,94,944,207,9
2019-12-31 15:42:56,27,36,95,835,211,9
2019-01-25 23:08:42,82,46,43,345,274,2
2019-11-08 19:30:40,87,66,15,168,243,0
2019-12-17 12:54:14,28,65,97,838,219,2
2019-09-16 05:30:25,82,92,93,680,203,3
2019-08-10 22:31:46,1,70,71,542,330,1
2019-05-08 22:17:25,80,82,57,24,258,1
2019-07-09 15:48:56,93,89,43,14,221,7
2019-10-10 15:25:12,81,89,46,119,51,6
2019-11-20 17:23:56,4,91,52,569,351,3
2019-09-10 21:35:32,85,79,25,513,252,2
2019-02-24 12:42:58,77,73,22,598,22,7
2019-11-05 10:42:55,93,90,89,789,10,5
2019-08-27 05:18:00,1,80,84,428,321,4
2019-02-27 23:45:43,71,84,46,320,148,7
2019-01-05 18:03:13,19,79,44,830,265,8
2019-10-06 21:59:51,63,76,92,731,238,8
2019-05-16 08:09:38,22,85,73,634,234,1
2019-12-12 00:21:25,85,69,72,925,233,8
2019-09-18 16:23:10,87,80,95,622,109,6
2019-04-08 21:12:53,18,52,63,785,21,7
2019-08-13 05:45:32,45,68,43,909,283,7
2019-10-20 05:14:43,55,78,83,534,95,3
2019-12-05 22:07:17,33,86,73,788,330,0
2019-02-13 11:07:14,59,91,35,335,171,8
2019-11-22 19:31:46,9,89,80,924,270,6
2019-06-22 23:28:52,73,60,57,894,116,8
2019-06-27 21:46:53,22,20,25,925,258,1
2019-08-15 17:15:03,51,90,53,860,21,5
2019-01-23 11:50:34,11,79,95,584,288,3
2019-06-20 14:00:37,54,78,82,810,294,7
2019-12-27 08:09:26,73,56,87,181,40,0
2019-04-28 23:07:52,32,83,71,275,183,2
2019-11-11 06:58:15,78,77,49,8,126,0
2019-09-23 02:58:25,65,49,36,130,49,3
2019-06-19 02:24:40,87,88,74,383,337,9
2019-04-06 18:34:57,20,64,74,411,84,4
2019-09-11 11:26:31,79,90,43,916,105,2
2019-02-04 00:42:13,6,29,18,986,190,2
2019-01-09 18:44:25,53,89,70,493,232,1
2019-10-22 01:15:14,76,82,47,585,20,6
2019-02-08 02:37:19,7,51,88,647,339,1
2019-03-25 18:45:38,17,69,91,140,63,2
2019-03-12 20:55:42,21,31,39,268,99,9
2019-01-12 01:41:06,85,68,64,425,343,5
2019-11-29 02:23:24,89,82,20,234,267,9
2019-05-26 15:41:38,66,71,56,699,6,2
2019-05-09 21:44:27,54,28,71,889,68,1
2019-03-31 03:11:37,8,75,50,128,297,0
2019-12-17 12:40:48,19,64,63,189,242,6
2019-11-21 01:07:08,47,65,71,756,154,3
2019-05-02 22:40:18,37,83,55,193,297,0
2019-02-12 17:06:55,41,27,42,15,230,4
2019-03-19 10:49:27,99,47,70,661,140,6
2019-10-28 19:44:00,9,67,29,246,36,1
2019-12-06 18:40:41,27,56,80,88,357,5
2019-11-30 02:04:54,36,51,80,272,271,2
2019-11-11 09:04:12,66,82,93,389,44,6
2019-04-28 19:25:07,28,46,86,180,270,5
2019-08-18 18:03:27,30,42,81,431,38,6
2019-12-17 21:56:30,30,67,34,688,346,8
2019-07-25 12:21:18,16,75,6,195,41,4
2019-03-23 16:58:28,64,92,46,193,178,3
2019-03-13 22:26:30,33,41,56,55,205,6
2019-06-15 15:46:10,73,55,34,904,344,6
2019-02-08 14:05:23,41,26,95,470,205,5
2019-11-16 08:56:33,63,81,90,259,35,1
2019-04-16 17:37:16,74,56,54,72,270,1
2019-01-26 13:30:48,30,43,28,309,109,6
2019-12-23 10:09:35,34,96,77,435,111,4
2019-03-11 05:06:34,16,36,36,662,127,8
2019-02-05 22:10:13,40,50,89,128,147,2
2019-06-22 10:22:13,96,23,61,849,269,0
2019-11-22 16:02:36,39,73,68,253,312,6
2019-10-31 20:48:33,49,64,64,878,201,2
2019-04-18 02:41:39,34,68,36,565,216,2
2019-06-04 12:12:06,2,17,88,395,105,0
2019-03-04 14:31:37,60,57,94,882,225,3
2019-03-11 11:26:36,11,66,84,222,160,0
2019-02-13 17:32:17,91,34,82,344,176,2
2019-02-19 19:43:28,47,51,45,948,316,4
2019-08-05 18:28:35,84,54,64,166,25,5
2019-05-28 21:42:34,42,36,23,278,146,6
2019-11-02 05:53:03,20,45,32,851,186,6
2019-01-25 00:19:54,56,40,69,170,339,3
2019-05-25 02:08:47,26,76,30,553,98,2
2019-11-18 12:36:45,45,82,76,534,18,8
2019-07-08 16:41:57,77,46,28,368,318,4
2019-12-17 08:58:35,56,68,82,106,15,7
2019-11-11 19:50:44,30,73,65,676,215,0
2019-12-27 17:42:21,35,35,57,974,258,4
2019-04-05 06:16:36,45,63,35,171,255,6
2019-12-11 08:16:37,71,75,17,498,293,3
2019-01-24 09:17:54,33,37,17,466,99,1
2019-04-23 07:34:35,7,82,88,764,144,4
2019-04-20 10:58:43,35,74,59,761,1,6
2019-09-02 06:37:00,32,22,77,586,266,9
2019-04-21 20:48:00,44,77,97,157,295,8
2019-05-18 16:55:51,46,69,91,902,28,7
2019-06-08 16:40:02,53,26,39,609,73,3
2019-04-01 13:20:32,4,69,51,287,159,9
2019-12-06 06:52:19,99,69,38,417,258,4
2019-05-16 11:10:20,37,90,90,189,12,4
2019-12-27 07:57:26,57,62,88,885,76,1
2019-12-14 18:57:18,21,88,84,988,103,2
2019-07-22 07:11:27,18,73,67,926,335,3
2019-11-21 07:50:27,44,15,81,291,270,2
2019-01-12 02:14:13,15,82,28,862,75,7
2019-11-06 00:05:36,77,45,63,566,319,6
2019-12-09 00:29:22,67,25,35,181,34,0
2019-12-07 09:59:32,58,71,56,325,73,9
2019-07-12 17:41:07,38,45,71,265,332,8
2019-03-26 21:22:03,23,34,97,389,310,5
2019-11-25 21:16:34,42,56,78,724,116,4
2019-07-15 15:37:21,15,52,67,610,134,2
2019-01-07 16:51:35,60,91,69,525,135,4
2019-02-24 00:50:34,50,89,64,63,220,7
2019-02-25 19:51:10,31,66,97,885,332,5
2019-07-25 03:57:10,3,74,31,459,328,3
2019-12-11 08:12:35,69,45,32,605,326,6
2019-10-28 04:38:18,23,26,72,379,178,7
2019-01-25 15:44:01,25,74,8,574,226,9
2019-06-22 14:33:01,72,89,58,330,79,3
2019-02-27 02:36:40,45,28,45,262,328,1
2019-03-16 18:21:48,30,80,69,443,279,6
2019-12-04 14:34:52,40,67,75,523,338,1
2019-11-14 13:15:54,35,39,70,752,312,9
2019-03-09 15:40:27,34,75,68,946,167,8
2019-08-10 16:03:28,25,65,91,552,243,3
2019-11-21 10:07:42,22,93,53,451,272,7
2019-10-28 01:50:29,20,58,68,428,250,8
2019-03-20 23:56:26,42,51,70,139,127,1
2019-08-05 06:37:54,45,65,64,659,25,3
2019-02-14 03:55:16,19,54,83,519,293,3
2019-07-20 07:45:37,87,7,70,281,53,6
2019-12-15 15:39:59,80,43,94,549,17,2
2019-03-09 02:45:49,38,67,74,563,41,4
2019-06-29 18:52:38,15,73,68,809,295,3
2019-10-17 03:32:48,23,42,54,916,343,2
2019-08-06 10:50:44,4,76,84,838,25,7
2019-11-15 23:15:03,45,48,29,287,51,4
2019-11-13 15:36:19,5,64,41,629,206,2
2019-04-01 12:53:58,62,71,68,734,206,5
2019-01-25 12:40:09,91,83,26,221,260,5
2019-06-25 03:39:41,36,86,91,207,94,3
2019-11-08 03:20:58,33,81,94,423,217,2
2019-05-25 09:53:13,57,63,87,359,29,5
2019-01-05 12:15:26,22,42,39,901,274,5
2019-08-21 08:22:27,71,13,86,13,50,2
2019-04-28 04:47:29,69,81,98,976,158,4
2019-01-09 05:19:27,98,98,82,643,9,2
2019-05-28 01:36:30,72,65,83,38,354,4
2019-09-22 16:57:49,3,66,41,61,168,5
2019-02-06 13:19:27,97,75,66,895,336,0
2019-11-28 13:57:57,33,70,47,427,228,9
2019-11-28 00:37:50,29,76,93,465,71,5
2019-01-24 03:42:14,55,26,43,796,358,4
2019-06-05 01:38:51,85,71,71,716,313,3
2019-05-26 09:55:14,77,69,43,336,52,8
2019-11-09 11:15:35,17,12,86,900,107,8
2019-07-10 08:21:21,11,41,32,509,95,3
2019-11-04 22:10:56,30,87,87,883,28,7
2019-01-30 23:01:16,52,58,70,293,17,8
2019-01-02 00:18:26,32,18,67,641,94,6
2019-05-19 16:13:39,46,94,63,287,25,4
2019-11-14 08:44:02,81,66,91,979,84,8
2019-08-24 01:20:28,29,90,97,606,34,3
2019-10-16 14:58:36,37,80,58,490,220,5
2019-09-25 12:21:39,66,33,73,54,233,5
2019-04-26 11:43:43,39,38,91,259,274,7
2019-09-28 00:38:12,61,48,41,457,286,4
2019-10-15 11:38:11,24,37,84,730,262,8
2019-09-18 13:02:14,91,90,68,372,342,3
2019-12-14 09:36:01,41,86,16,892,182,4
2019-11-13 04:22:45,90,80,81,721,51,1
2019-10-19 20:27:54,11,25,67,261,193,6
2019-03-09 08:19:33,64,82,81,929,269,6
2019-05-13 20:36:49,89,78,87,996,161,7
2019-08-22 16:19:18,59,92,17,483,37,5
2019-02-09 16:30:58,19,55,67,546,58,1
2019-09-26 17:16:16,38,43,18,587,350,8
2019-08-29 16:49:44,83,84,83,942,342,9
2019-07-07 18:07:35,47,90,88,216,39,0
2019-03-02 23:24:48,54,53,76,25,345,5
2019-06-10 20:34:56,16,26,40,751,190,5
2019-04-18 18:12:41,4,71,57,644,73,3
2019-06-20 12:25:45,44,60,76,993,127,7
2019-07-23 23:43:53,83,86,37,284,200,7
2019-04-28 07:16:57,11,91,62,956,215,8
2019-05-18 11:47:11,23,58,92,289,150,8
2019-01-17 11:14:11,43,56,81,189,277,5
2019-10-21 04:51:12,64,66,97,418,174,6
2019-10-23 09:41:00,7,76,40,592,197,4
2019-09-07 10:59:46,16,69,45,528,55,4
2019-10-07 05:49:32,96,62,50,687,47,0
2019-11-05 00:39:20,28,75,75,70,258,0
2019-10-25 19:48:25,86,59,15,857,324,8
2019-04-03 04:11:28,6,62,78,491,156,8
2019-10-12 12:54:02,23,31,74,622,251,9
2019-02-08 11:42:21,6,57,35,252,178,0
2019-03-04 04:12:26,29,89,55,790,168,7
2019-01-23 19:25:51,91,7,88,642,252,2
2019-01-13 05:30:15,5,77,70,142,109,2
2019-01-07 21:32:38,13,81,89,837,96,0
2019-09-18 04:17:38,87,43,92,231,156,0
2019-02-03 01:52:01,40,76,59,997,213,3
2019-03-06 16:17:02,5,76,15,39,234,5
2019-11-16 21:50:10,75,81,77,311,286,9
2019-10-02 08:20:04,58,84,97,818,148,4
2019-03-31 06:18:20,20,83,67,765,134,3
2019-11-20 01:55:03,64,51,90,261,127,6
2019-01-28 09:10:59,48,65,90,550,131,4
2019-02-06 22:45:07,47,71,93,273,181,2
2019-06-13 02:13:28,93,27,98,830,174,6
2019-07-18 11:39:38,67,81,76,940,32,6
2019-06-06 13:57:20,10,80,30,539,287,9
2019-06-02 07:57:24,74,81,84,343,24,7
2019-01-15 17:24:05,59,64,83,514,92,4
2019-08-03 00:20:48,24,70,73,362,299,0
2019-08-21 11:57:20,15,71,43,481,241,0
2019-06-21 18:15:20,70,25,88,390,128,1
2019-07-11 21:28:17,19,84,82,332,165,8
2019-10-16 05:05:25,93,55,86,894,9,0
2019-10-22 02:59:47,99,85,5,35,223,9
2019-12-28 02:09:51,9,57,71,463,220,1
2019-01-21 04:27:30,50,62,42,952,78,4
2019-11-13 15:31:01,60,51,95,639,273,7
2019-03-26 17:57:24,32,68,57,208,309,7
2019-09-15 22:22:46,10,59,58,354,226,6
2019-09-24 23:12:25,92,25,98,547,283,8
2019-04-06 05:04:55,72,44,52,908,147,1
2019-04-15 07:12:55,46,64,44,770,256,3
2019-04-01 15:27:10,20,97,13,319,178,0
2019-05-31 00:01:20,21,22,68,37,192,6
2019-09-08 21:22:58,20,37,71,52,333,4
2019-12-03 21:02:02,5,73,86,423,339,0
2019-04-29 17:29:12,63,29,91,961,241,0
2019-02-26 17:58:23,35,87,56,922,188,0
2019-09-08 20:25:47,56,30,94,714,146,3
2019-02-12 23:53:04,88,95,95,561,54,4
2019-10-11 09:08:05,40,61,82,662,306,1
2019-09-24 12:18:46,14,87,79,376,29,8
2019-01-13 16:48:03,31,76,96,317,134,8
2019-07-07 12:51:57,33,29,93,53,243,7
2019-05-05 20:34:07,43,51,14,908,172,2
2019-07-11 19:25:04,87,19,25,128,14,7
2019-02-19 08:42:23,91,85,76,111,218,4
2019-01-22 09:18:03,62,72,75,932,338,1
2019-09-01 14:09:47,45,61,98,493,5,5
2019-04-25 16:20:02,42,70,64,85,118,8
2019-11-24 08:17:32,35,59,86,672,352,2
2019-01-12 09:07:30,87,52,53,793,139,9
2019-05-12 15:50:43,61,67,86,857,101,4
2019-03-17 13:46:11,29,46,98,993,350,6
2019-01-09 17:00:55,36,95,69,533,116,2
2019-06-30 14:25:18,56,52,86,935,168,1
2019-06-05 12:31:12,0,90,48,382,330,0
2019-02-28 05:27:13,96,63,70,847,214,4
2019-01-16 19:52:26,5,68,12,856,103,2
2019-06-22 01:56:36,32,87,87,992,303,5
2019-03-30 08:34:48,56,81,54,815,21,7
2019-06-08 12:51:57,14,52,94,65,312,7
2019-11-11 17:31:54,72,55,93,749,284,3
2019-11-03 16:19:49,54,77,71,491,6,7
2019-04-13 18:26:56,54,93,34,78,222,5
2019-08-15 17:47:49,99,40,24,378,152,2
2019-05-24 04:32:10,16,83,72,886,240,1
2019-01-06 09:40:16,11,90,56,219,51,0
2019-04-21 08:42:02,1,75,98,20,158,5
2019-12-04 06:49:53,28,37,75,636,208,0
